,link,pub_titles,predicted category
4770,https://www.researchgate.net/profile/Oivind-Torkildsen,Vitamin D status and effect of interferon-β1a treatment on MRI activity and serum inflammation markers in relapsing-remitting multiple sclerosis,biology
4771,https://www.researchgate.net/profile/Oivind-Torkildsen,Cerebrospinal fluid proteomics in multiple sclerosis,biology
4772,https://www.researchgate.net/profile/Oivind-Torkildsen,associated with LDN use in a patient with MS Treatment-resistant immune thrombocytopenic purpura,biology
4773,https://www.researchgate.net/profile/Oivind-Torkildsen,"Increasing serum levels of vitamin A, D and E are associated with alterations of different inflammation markers in patients with multiple sclerosis",biology
4774,https://www.researchgate.net/profile/Oivind-Torkildsen,Antibodies to Epstein-Barr virus and MRI disease activity in multiple sclerosis,biology
4775,https://www.researchgate.net/profile/Oivind-Torkildsen,Reply to comment: Month of birth and risk of multiple sclerosis: confounding and adjustments,biology
4776,https://www.researchgate.net/profile/Oivind-Torkildsen,[In Process Citation].,physics
4777,https://www.researchgate.net/profile/Oivind-Torkildsen,Effect of high-dose 1.25 dihydroxyvitamin D3 on remyelination in the cuprizone model,physics
4778,https://www.researchgate.net/profile/Oivind-Torkildsen,Reply to comment: Month of birth and risk of multiple sclerosis: confounding and adjustments,biology
4779,https://www.researchgate.net/profile/Oivind-Torkildsen,Deep Gray Matter Demyelination Detected by Magnetization Transfer Ratio in the Cuprizone Model,physics
4780,https://www.researchgate.net/profile/Oivind-Torkildsen,[Neuromyelitis optica.],physics
4781,https://www.researchgate.net/profile/Oivind-Torkildsen,Multivariate clinically isolated syndrome (CIS) risk factor study: towards individual prognosis and treatment indication in CIS,biology
4782,https://www.researchgate.net/profile/Oivind-Torkildsen,Inflammation Markers in Multiple Sclerosis: CXCL16 Reflects and May Also Predict Disease Activity,biology
4783,https://www.researchgate.net/profile/Oivind-Torkildsen,Peli1 promotes microglia-mediated CNS inflammation by regulating Traf3 degradation,biology
4784,https://www.researchgate.net/profile/Oivind-Torkildsen,No evidence of association between mutant alleles of the CYP27B1 gene and multiple sclerosis,biology
4785,https://www.researchgate.net/profile/Oivind-Torkildsen,Alpha-tocopherol and MRI Outcomes in Multiple Sclerosis – Association and Prediction,biology
4786,https://www.researchgate.net/profile/Oivind-Torkildsen,Sex ratio of multiple sclerosis in persons born from 1930 to 1979 and its relation to latitude in Norway,biology
4787,https://www.researchgate.net/profile/Oivind-Torkildsen,Fat-soluble vitamins as disease modulators in multiple sclerosis,biology
4788,https://www.researchgate.net/profile/Oivind-Torkildsen,Month of birth as a latitude-dependent risk factor for multiple sclerosis in Norway,biology
4789,https://www.researchgate.net/profile/Oivind-Torkildsen,Paper I,physics
4790,https://www.researchgate.net/profile/Oivind-Torkildsen,"Epstein-Barr Virus in Systemic Lupus Erythematosus, Rheumatoid Arthritis and Multiple Sclerosis-Association and Causation",biology
4791,https://www.researchgate.net/profile/Oivind-Torkildsen,A need for national registries and international collaborative research in multiple sclerosis,biology
4792,https://www.researchgate.net/profile/Oivind-Torkildsen,Month of birth as a risk factor for multiple sclerosis: An update,biology
4793,https://www.researchgate.net/profile/Oivind-Torkildsen,"Vitamin D supplementation and monitoring in multiple sclerosis: Who, when and wherefore",biology
4794,https://www.researchgate.net/profile/Oivind-Torkildsen,Polyunsaturated fatty acids in multiple sclerosis therapy,biology
4795,https://www.researchgate.net/profile/Oivind-Torkildsen,Fcγ receptors in Norwegian multiple sclerosis patients and healthy controls,biology
4796,https://www.researchgate.net/profile/Oivind-Torkildsen,Retinol levels are associated with magnetic resonance imaging outcomes in multiple sclerosis,biology
4797,https://www.researchgate.net/profile/Oivind-Torkildsen,The cuprizone model: Regional heterogeneity of pathology,biology
4798,https://www.researchgate.net/profile/Oivind-Torkildsen,Vitamin D and disease activity in multiple sclerosis before and during interferon- treatment,biology
4799,https://www.researchgate.net/profile/Oivind-Torkildsen,"omega-3 Fatty Acid Treatment in Multiple Sclerosis (OFAMS Study) A Randomized, Double-Blind, Placebo-Controlled Trial",biology
4800,https://www.researchgate.net/profile/Oivind-Torkildsen,[In Process Citation].,physics
4801,https://www.researchgate.net/profile/Oivind-Torkildsen,Ingen effekt av omega-3 ved multippel sklerose,math
4802,https://www.researchgate.net/profile/Oivind-Torkildsen,Dietary Vitamin D3 Supplements Reduce Demyelination in the Cuprizone Model,biology
4803,https://www.researchgate.net/profile/Oivind-Torkildsen,No beneficial clinical effect of omega-3 supplementation in EAE,biology
4804,https://www.researchgate.net/profile/Oivind-Torkildsen,OMEGA-3 FATTY ACIDS TREATMENT IN RELAPSING-REMITTING MULTIPLE SCLEROSIS,biology
4805,https://www.researchgate.net/profile/Oivind-Torkildsen,"Vitamin D–Dependent Rickets, HLA-DRB1, and the Risk of Multiple Sclerosis",biology
4806,https://www.researchgate.net/profile/Oivind-Torkildsen,Upregulation of Immunoglobulin‐related Genes in Cortical Sections from Multiple Sclerosis Patients,biology
4807,https://www.researchgate.net/profile/Oivind-Torkildsen,Massive up-regulation of immunoglobulin-related genes in the meninges of multiple sclerosis patients without evidence for Epstein-Barr virus infection,biology
4808,https://www.researchgate.net/profile/Oivind-Torkildsen,A salmon based diet protects mice from behavioural changes in the cuprizone model for demyelination,biology
4809,https://www.researchgate.net/profile/Oivind-Torkildsen,"Effects of dietary intervention on MRI activity, de- and remyelination in the cuprizone model for demyelination",biology
4810,https://www.researchgate.net/profile/Oivind-Torkildsen,Vitamin D–Dependent Rickets as a Possible Risk Factor for Multiple Sclerosis,biology
4811,https://www.researchgate.net/profile/Oivind-Torkildsen,Epstein-Barr virus reactivation and multiple sclerosis,biology
4812,https://www.researchgate.net/profile/Oivind-Torkildsen,The cuprizone model for demyelination,biology
4813,https://www.researchgate.net/profile/Oivind-Torkildsen,Immunomodulatory treatment of multiple sclerosis in Norway,biology
4814,https://www.researchgate.net/profile/Oivind-Torkildsen,FcγR and multiple sclerosis: An overview,biology
4815,https://www.researchgate.net/profile/Oivind-Torkildsen,[Lars Hertervig and Carl Fredrik Hill--creativeness and mental illness].,biology
4816,https://www.researchgate.net/profile/Oivind-Torkildsen,High dose methylprednisolone induces FcγRI on granulocytes in MS-patients,biology
4817,https://www.researchgate.net/profile/Oivind-Torkildsen,Ethnic variation of Fcγ receptor polymorphism in Sami and Norwegian populations,biology
4818,https://www.researchgate.net/profile/Oivind-Torkildsen,Ethnic Variations of IL-10 Polymorphisms in a Sami and Norwegian Population,biology
4819,https://www.researchgate.net/profile/Oivind-Torkildsen,Selective processing of linguistic and pictoral stimuli in females with anorexia and bulimia nervosa,biology
4820,https://www.researchgate.net/profile/Ivar-Ronnestad,Topology of the Central Melanocortin Neuropeptides in the Atlantic Salmon Parr Brain,biology
4821,https://www.researchgate.net/profile/Ivar-Ronnestad,Atlantic salmon post smolts-basic mechanism for appetite and feed intake,biology
4822,https://www.researchgate.net/profile/Ivar-Ronnestad,Developmental stages of the ballan wrasse from first feeding through metamorphosis: Cranial ossification and the digestive system,biology
4823,https://www.researchgate.net/profile/Ivar-Ronnestad,Functional characterization of Atlantic salmon (Salmo salar L.) PepT2 transporters,biology
4824,https://www.researchgate.net/profile/Ivar-Ronnestad,Long-term welfare effects of repeated warm water treatments on Atlantic salmon (Salmo salar),biology
4825,https://www.researchgate.net/profile/Ivar-Ronnestad,Leucine did not stimulate growth and accretion in either stressed or unstressed Atlantic salmon,biology
4826,https://www.researchgate.net/profile/Ivar-Ronnestad,Appetite Regulating Neuropeptides and their Distribution in the Atlantic salmon (Salmo salar) Brain,biology
4827,https://www.researchgate.net/profile/Ivar-Ronnestad,The role of cholecystokinin and peptide YY in feed intake in Atlantic halibut (Hippoglossus hippoglossus) larvae,biology
4828,https://www.researchgate.net/profile/Ivar-Ronnestad,Brain Distribution of 10 cart Transcripts and Their Response to 4 Days of Fasting in Atlantic Salmon (Salmo salar L.),biology
4829,https://www.researchgate.net/profile/Ivar-Ronnestad,"The zebrafish cationic amino acid transporter/glycoprotein-associated family: sequence and spatiotemporal distribution during development of the transport system b0,+ (slc3a1/slc7a9)",biology
4830,https://www.researchgate.net/profile/Ivar-Ronnestad,The stress response in atlantic salmon (Salmo salar): identification and functional characterization of the corticotropin-releasing factor (crf) paralogs,biology
4831,https://www.researchgate.net/profile/Ivar-Ronnestad,"Regional Expression of npy mRNA Paralogs in the Brain of Atlantic Salmon (Salmo salar, L.) and Response to Fasting",biology
4832,https://www.researchgate.net/profile/Ivar-Ronnestad,Amino Acid Carriers of the Solute Carrier Families 7 (SLC7) and 38 (SLC38) Are Involved in Leucine Sensing in the Brain of Atlantic Salmon (Salmo salar),biology
4833,https://www.researchgate.net/profile/Ivar-Ronnestad,Effects of Short-Term Fasting on mRNA Expression of Ghrelin and the Peptide Transporters PepT1 and 2 in Atlantic Salmon (Salmo salar),biology
4834,https://www.researchgate.net/profile/Ivar-Ronnestad,Leptin receptor-deficient (knockout) zebrafish: Effects on nutrient acquisition,biology
4835,https://www.researchgate.net/profile/Ivar-Ronnestad,Disintegration stability of extruded fish feed affects gastric functions in Atlantic salmon (Salmo salar),biology
4836,https://www.researchgate.net/profile/Ivar-Ronnestad,Does the thermal component of warm water treatment inflict acute lesions on Atlantic salmon (Salmo salar)?,biology
4837,https://www.researchgate.net/profile/Ivar-Ronnestad,"Physical and nutrient stimuli differentially modulate gut motility patterns, gut transit rate, and transcriptome in an agastric fish, the ballan wrasse",biology
4838,https://www.researchgate.net/profile/Ivar-Ronnestad,"Food intake, growth, and expression of neuropeptides regulating appetite in clown anemonefish (Amphiprion ocellaris) exposed to predicted climate changes",biology
4839,https://www.researchgate.net/profile/Ivar-Ronnestad,Daily rhythms of intestinal cholecystokinin and pancreatic proteases activity in Senegalese sole juveniles with diurnal and nocturnal feedin,biology
4840,https://www.researchgate.net/profile/Ivar-Ronnestad,Sequence analysis and spatiotemporal developmental distribution of the Cat-1-type transporter slc7a1a in zebrafish (Danio rerio),biology
4841,https://www.researchgate.net/profile/Ivar-Ronnestad,Assessing microplastic as a vector for chemical entry into fish larvae using a novel tube-feeding approach,biology
4842,https://www.researchgate.net/profile/Ivar-Ronnestad,Nutritional value of phyto- and Zooplankton as live food for marine fish larvae,biology
4843,https://www.researchgate.net/profile/Ivar-Ronnestad,The Melanocortin System in Atlantic Salmon (Salmo salar L.) and Its Role in Appetite Control,biology
4844,https://www.researchgate.net/profile/Ivar-Ronnestad,Combined effects of a simulated marine heatwave and an algal toxin on a tropical marine aquaculture fish cobia (Rachycentron canadum),biology
